Country,Year,Area,SafeSanitization,Region
Cyprus,2016,Total,75.5,Asia
Cyprus,2016,Urban,86.27,Asia
Cyprus,2015,Total,75.55,Asia
Cyprus,2015,Urban,86.28,Asia
Cyprus,2014,Total,75.6,Asia
Cyprus,2014,Urban,86.29,Asia
Cyprus,2013,Total,75.66,Asia
Cyprus,2013,Urban,86.3,Asia
Cyprus,2012,Total,75.73,Asia
Cyprus,2012,Urban,86.31,Asia
Cyprus,2011,Total,75.8,Asia
Cyprus,2011,Urban,86.32,Asia
Cyprus,2010,Total,75.87,Asia
Cyprus,2010,Urban,86.33,Asia
Cyprus,2009,Total,75.95,Asia
Cyprus,2009,Urban,86.33,Asia
Cyprus,2008,Total,76.02,Asia
Cyprus,2008,Urban,86.34,Asia
Cyprus,2007,Total,76.09,Asia
Cyprus,2007,Urban,86.35,Asia
Cyprus,2006,Total,76.16,Asia
Cyprus,2006,Urban,86.36,Asia
Cyprus,2005,Total,76.23,Asia
Cyprus,2005,Urban,86.37,Asia
Cyprus,2004,Total,76.3,Asia
Cyprus,2004,Urban,86.38,Asia
Cyprus,2003,Total,76.36,Asia
Cyprus,2003,Urban,86.38,Asia
Cyprus,2002,Total,76.41,Asia
Cyprus,2002,Urban,86.39,Asia
Cyprus,2001,Total,76.43,Asia
Cyprus,2001,Urban,86.39,Asia
Cyprus,2000,Total,76.39,Asia
Cyprus,2000,Urban,86.39,Asia
Denmark,2017,Total,94.84,Europe
Denmark,2016,Total,94.84,Europe
Denmark,2015,Total,94.54,Europe
Denmark,2014,Total,94.24,Europe
Denmark,2013,Total,93.94,Europe
Denmark,2012,Total,93.64,Europe
Denmark,2011,Total,93.34,Europe
Denmark,2010,Total,93.04,Europe
Denmark,2009,Total,92.74,Europe
Denmark,2008,Total,92.45,Europe
Denmark,2007,Total,92.15,Europe
Denmark,2006,Total,92.15,Europe
Denmark,2005,Total,92.15,Europe
Denmark,2004,Total,92.15,Europe
Denmark,2003,Total,92.15,Europe
Denmark,2002,Total,92.15,Europe
Denmark,2001,Total,92.15,Europe
Denmark,2000,Total,92.15,Europe
Djibouti,2017,Total,36.44,Africa
Djibouti,2017,Urban,41.48,Africa
Djibouti,2017,Rural,18.93,Africa
Djibouti,2016,Total,35.64,Africa
Djibouti,2016,Urban,40.64,Africa
Djibouti,2016,Rural,18.36,Africa
Djibouti,2015,Total,34.84,Africa
Djibouti,2015,Urban,39.81,Africa
Djibouti,2015,Rural,17.8,Africa
Djibouti,2014,Total,34.03,Africa
Djibouti,2014,Urban,38.96,Africa
Djibouti,2014,Rural,17.23,Africa
Djibouti,2013,Total,33.23,Africa
Djibouti,2013,Urban,38.12,Africa
Djibouti,2013,Rural,16.66,Africa
Djibouti,2012,Total,32.43,Africa
Djibouti,2012,Urban,37.27,Africa
Djibouti,2012,Rural,16.1,Africa
Djibouti,2011,Total,31.62,Africa
Djibouti,2011,Urban,36.41,Africa
Djibouti,2011,Rural,15.53,Africa
Djibouti,2010,Total,30.82,Africa
Djibouti,2010,Urban,35.55,Africa
Djibouti,2010,Rural,14.97,Africa
Djibouti,2009,Total,30.02,Africa
Djibouti,2009,Urban,34.69,Africa
Djibouti,2009,Rural,14.41,Africa
Djibouti,2008,Total,29.21,Africa
Djibouti,2008,Urban,33.83,Africa
Djibouti,2008,Rural,13.85,Africa
Djibouti,2007,Total,28.4,Africa
Djibouti,2007,Urban,32.96,Africa
Djibouti,2007,Rural,13.29,Africa
Djibouti,2006,Total,27.59,Africa
Djibouti,2006,Urban,32.08,Africa
Djibouti,2006,Rural,12.73,Africa
Djibouti,2005,Total,26.78,Africa
Djibouti,2005,Urban,31.2,Africa
Djibouti,2005,Rural,12.18,Africa
Djibouti,2004,Total,25.97,Africa
Djibouti,2004,Urban,30.32,Africa
Djibouti,2004,Rural,11.62,Africa
Djibouti,2003,Total,25.96,Africa
Djibouti,2003,Urban,30.32,Africa
Djibouti,2003,Rural,11.62,Africa
Djibouti,2002,Total,25.95,Africa
Djibouti,2002,Urban,30.32,Africa
Djibouti,2002,Rural,11.62,Africa
Djibouti,2001,Total,25.94,Africa
Djibouti,2001,Urban,30.32,Africa
Djibouti,2001,Rural,11.62,Africa
Djibouti,2000,Total,25.93,Africa
Djibouti,2000,Urban,30.32,Africa
Djibouti,2000,Rural,11.62,Africa
Ecuador,2017,Total,42.01,Americas
Ecuador,2017,Urban,33.37,Americas
Ecuador,2017,Rural,57.16,Americas
Ecuador,2016,Total,42.18,Americas
Ecuador,2016,Urban,34.05,Americas
Ecuador,2016,Rural,56.35,Americas
Ecuador,2015,Total,42.18,Americas
Ecuador,2015,Urban,34.46,Americas
Ecuador,2015,Rural,55.54,Americas
Ecuador,2014,Total,42.14,Americas
Ecuador,2014,Urban,34.83,Americas
Ecuador,2014,Rural,54.73,Americas
Ecuador,2013,Total,42.1,Americas
Ecuador,2013,Urban,35.2,Americas
Ecuador,2013,Rural,53.92,Americas
Ecuador,2012,Total,42.06,Americas
Ecuador,2012,Urban,35.56,Americas
Ecuador,2012,Rural,53.11,Americas
Ecuador,2011,Total,42.0,Americas
Ecuador,2011,Urban,35.92,Americas
Ecuador,2011,Rural,52.3,Americas
Ecuador,2010,Total,41.95,Americas
Ecuador,2010,Urban,36.28,Americas
Ecuador,2010,Rural,51.48,Americas
Ecuador,2009,Total,41.9,Americas
Ecuador,2009,Urban,36.63,Americas
Ecuador,2009,Rural,50.67,Americas
Ecuador,2008,Total,41.83,Americas
Ecuador,2008,Urban,36.98,Americas
Ecuador,2008,Rural,49.85,Americas
Ecuador,2007,Total,41.76,Americas
Ecuador,2007,Urban,37.33,Americas
Ecuador,2007,Rural,49.03,Americas
Ecuador,2006,Total,41.69,Americas
Ecuador,2006,Urban,37.68,Americas
Ecuador,2006,Rural,48.21,Americas
Ecuador,2005,Total,41.61,Americas
Ecuador,2005,Urban,38.02,Americas
Ecuador,2005,Rural,47.39,Americas
Ecuador,2004,Total,41.52,Americas
Ecuador,2004,Urban,38.36,Americas
Ecuador,2004,Rural,46.57,Americas
Ecuador,2003,Total,41.49,Americas
Ecuador,2003,Urban,38.82,Americas
Ecuador,2003,Rural,45.71,Americas
Ecuador,2002,Total,41.45,Americas
Ecuador,2002,Urban,39.29,Americas
Ecuador,2002,Rural,44.85,Americas
Ecuador,2001,Total,41.42,Americas
Ecuador,2001,Urban,39.76,Americas
Ecuador,2001,Rural,43.99,Americas
Ecuador,2000,Total,41.38,Americas
Ecuador,2000,Urban,40.23,Americas
Ecuador,2000,Rural,43.13,Americas
Egypt,2017,Total,60.74,Africa
Egypt,2017,Urban,70.71,Africa
Egypt,2016,Total,60.16,Africa
Egypt,2016,Urban,70.04,Africa
Egypt,2015,Total,59.59,Africa
Egypt,2015,Urban,69.38,Africa
Egypt,2014,Total,59.02,Africa
Egypt,2014,Urban,68.72,Africa
Egypt,2013,Total,58.55,Africa
Egypt,2013,Urban,68.29,Africa
Egypt,2012,Total,58.08,Africa
Egypt,2012,Urban,67.86,Africa
Egypt,2011,Total,57.61,Africa
Egypt,2011,Urban,67.43,Africa
Egypt,2010,Total,57.13,Africa
Egypt,2010,Urban,67.0,Africa
Egypt,2009,Total,56.66,Africa
Egypt,2009,Urban,66.58,Africa
Egypt,2008,Total,56.18,Africa
Egypt,2008,Urban,66.15,Africa
Egypt,2007,Total,55.7,Africa
Egypt,2007,Urban,65.73,Africa
Egypt,2006,Total,55.23,Africa
Egypt,2006,Urban,65.31,Africa
Egypt,2005,Total,54.74,Africa
Egypt,2005,Urban,64.89,Africa
Egypt,2004,Total,54.25,Africa
Egypt,2004,Urban,64.47,Africa
Egypt,2003,Total,53.77,Africa
Egypt,2003,Urban,64.05,Africa
Egypt,2002,Total,53.94,Africa
Egypt,2002,Urban,64.15,Africa
Egypt,2001,Total,54.1,Africa
Egypt,2001,Urban,64.26,Africa
Egypt,2000,Total,54.27,Africa
Egypt,2000,Urban,64.36,Africa
Estonia,2017,Total,97.36,Europe
Estonia,2017,Urban,98.71,Europe
Estonia,2017,Rural,94.39,Europe
Estonia,2016,Total,97.35,Europe
Estonia,2016,Urban,98.72,Europe
Estonia,2016,Rural,94.36,Europe
Estonia,2015,Total,97.11,Europe
Estonia,2015,Urban,98.44,Europe
Estonia,2015,Rural,94.24,Europe
Estonia,2014,Total,96.78,Europe
Estonia,2014,Urban,98.02,Europe
Estonia,2014,Rural,94.12,Europe
Estonia,2013,Total,96.51,Europe
Estonia,2013,Urban,97.66,Europe
Estonia,2013,Rural,94.06,Europe
Estonia,2012,Total,96.36,Europe
Estonia,2012,Urban,97.47,Europe
Estonia,2012,Rural,93.99,Europe
Estonia,2011,Total,96.32,Europe
Estonia,2011,Urban,97.44,Europe
Estonia,2011,Rural,93.93,Europe
Estonia,2010,Total,96.28,Europe
Estonia,2010,Urban,97.41,Europe
Estonia,2010,Rural,93.86,Europe
Estonia,2009,Total,96.24,Europe
Estonia,2009,Urban,97.38,Europe
Estonia,2009,Rural,93.8,Europe
Estonia,2008,Total,96.21,Europe
Estonia,2008,Urban,97.35,Europe
Estonia,2008,Rural,93.74,Europe
Estonia,2007,Total,96.17,Europe
Estonia,2007,Urban,97.32,Europe
Estonia,2007,Rural,93.67,Europe
Estonia,2006,Total,96.14,Europe
Estonia,2006,Urban,97.3,Europe
Estonia,2006,Rural,93.61,Europe
Estonia,2005,Total,96.11,Europe
Estonia,2005,Urban,97.27,Europe
Estonia,2005,Rural,93.55,Europe
Estonia,2004,Total,96.07,Europe
Estonia,2004,Urban,97.24,Europe
Estonia,2004,Rural,93.49,Europe
Estonia,2003,Total,96.04,Europe
Estonia,2003,Urban,97.21,Europe
Estonia,2003,Rural,93.43,Europe
Estonia,2002,Total,96.09,Europe
Estonia,2002,Urban,97.26,Europe
Estonia,2002,Rural,93.45,Europe
Estonia,2001,Total,96.09,Europe
Estonia,2001,Urban,97.28,Europe
Estonia,2001,Rural,93.43,Europe
Estonia,2000,Total,96.1,Europe
Estonia,2000,Urban,97.29,Europe
Estonia,2000,Rural,93.4,Europe
Ethiopia,2017,Rural,3.81,Africa
Ethiopia,2016,Rural,3.68,Africa
Ethiopia,2015,Rural,3.54,Africa
Ethiopia,2014,Rural,3.4,Africa
Ethiopia,2013,Rural,3.25,Africa
Ethiopia,2012,Rural,3.1,Africa
Ethiopia,2011,Rural,2.95,Africa
Ethiopia,2010,Rural,2.79,Africa
Ethiopia,2009,Rural,2.63,Africa
Ethiopia,2008,Rural,2.47,Africa
Ethiopia,2007,Rural,2.3,Africa
Ethiopia,2006,Rural,2.13,Africa
Ethiopia,2005,Rural,1.96,Africa
Ethiopia,2004,Rural,1.78,Africa
Ethiopia,2003,Rural,1.6,Africa
Ethiopia,2002,Rural,1.41,Africa
Ethiopia,2001,Rural,1.21,Africa
Ethiopia,2000,Rural,1.01,Africa
Finland,2017,Total,99.21,Europe
Finland,2017,Urban,99.27,Europe
Finland,2016,Total,99.19,Europe
Finland,2016,Urban,99.25,Europe
Finland,2015,Total,99.18,Europe
Finland,2015,Urban,99.22,Europe
Finland,2014,Total,99.17,Europe
Finland,2014,Urban,99.2,Europe
Finland,2013,Total,99.16,Europe
Finland,2013,Urban,99.18,Europe
Finland,2012,Total,99.14,Europe
Finland,2012,Urban,99.16,Europe
Finland,2011,Total,99.13,Europe
Finland,2011,Urban,99.14,Europe
Finland,2010,Total,99.12,Europe
Finland,2010,Urban,99.12,Europe
Finland,2009,Total,99.11,Europe
Finland,2009,Urban,99.1,Europe
Finland,2008,Total,99.1,Europe
Finland,2008,Urban,99.08,Europe
Finland,2007,Total,99.09,Europe
Finland,2007,Urban,99.06,Europe
Finland,2006,Total,99.08,Europe
Finland,2006,Urban,99.04,Europe
Finland,2005,Total,99.07,Europe
Finland,2005,Urban,99.01,Europe
Finland,2004,Total,99.06,Europe
Finland,2004,Urban,98.99,Europe
Finland,2003,Total,99.05,Europe
Finland,2003,Urban,98.97,Europe
Finland,2002,Total,99.04,Europe
Finland,2002,Urban,98.95,Europe
Finland,2001,Total,99.02,Europe
Finland,2001,Urban,98.93,Europe
Finland,2000,Total,99.01,Europe
Finland,2000,Urban,98.91,Europe
France,2017,Total,88.37,Europe
France,2016,Total,88.37,Europe
France,2015,Total,88.45,Europe
France,2014,Total,88.53,Europe
France,2013,Total,88.61,Europe
France,2012,Total,88.69,Europe
France,2011,Total,88.77,Europe
France,2010,Total,88.85,Europe
France,2009,Total,88.93,Europe
France,2008,Total,89.01,Europe
France,2007,Total,89.08,Europe
France,2006,Total,89.16,Europe
France,2005,Total,89.24,Europe
France,2004,Total,89.32,Europe
France,2003,Total,89.4,Europe
France,2002,Total,89.48,Europe
France,2001,Total,89.47,Europe
France,2000,Total,89.46,Europe
Georgia,2017,Total,27.17,Asia
Georgia,2017,Urban,15.87,Asia
Georgia,2016,Total,26.8,Asia
Georgia,2016,Urban,15.12,Asia
Georgia,2015,Total,26.44,Asia
Georgia,2015,Urban,14.38,Asia
Georgia,2014,Total,26.08,Asia
Georgia,2014,Urban,13.65,Asia
Georgia,2013,Total,25.72,Asia
Georgia,2013,Urban,12.91,Asia
Georgia,2012,Total,25.35,Asia
Georgia,2012,Urban,12.17,Asia
Georgia,2011,Total,24.99,Asia
Georgia,2011,Urban,11.44,Asia
Georgia,2010,Total,24.63,Asia
Georgia,2010,Urban,10.7,Asia
Georgia,2009,Total,24.28,Asia
Georgia,2009,Urban,9.97,Asia
Georgia,2008,Total,23.92,Asia
Georgia,2008,Urban,9.24,Asia
Georgia,2007,Total,23.56,Asia
Georgia,2007,Urban,8.5,Asia
Georgia,2006,Total,23.21,Asia
Georgia,2006,Urban,7.77,Asia
Georgia,2005,Total,22.85,Asia
Georgia,2005,Urban,7.05,Asia
Georgia,2004,Total,22.5,Asia
Georgia,2004,Urban,6.32,Asia
Georgia,2003,Total,22.14,Asia
Georgia,2003,Urban,5.59,Asia
Georgia,2002,Total,22.02,Asia
Georgia,2002,Urban,5.13,Asia
Georgia,2001,Total,22.14,Asia
Georgia,2001,Urban,5.11,Asia
Georgia,2000,Total,22.11,Asia
Georgia,2000,Urban,5.1,Asia
Germany,2017,Total,97.23,Europe
Germany,2017,Urban,98.85,Europe
Germany,2017,Rural,91.75,Europe
Germany,2016,Total,97.23,Europe
Germany,2016,Urban,98.85,Europe
Germany,2016,Rural,91.75,Europe
Germany,2015,Total,97.23,Europe
Germany,2015,Urban,98.85,Europe
Germany,2015,Rural,91.75,Europe
Germany,2014,Total,97.09,Europe
Germany,2014,Urban,98.71,Europe
Germany,2014,Rural,91.63,Europe
Germany,2013,Total,96.96,Europe
Germany,2013,Urban,98.57,Europe
Germany,2013,Rural,91.51,Europe
Germany,2012,Total,96.82,Europe
Germany,2012,Urban,98.43,Europe
Germany,2012,Rural,91.38,Europe
Germany,2011,Total,96.69,Europe
Germany,2011,Urban,98.3,Europe
Germany,2011,Rural,91.26,Europe
Germany,2010,Total,96.54,Europe
Germany,2010,Urban,98.16,Europe
Germany,2010,Rural,91.14,Europe
Germany,2009,Total,96.39,Europe
Germany,2009,Urban,98.02,Europe
Germany,2009,Rural,91.02,Europe
Germany,2008,Total,96.25,Europe
Germany,2008,Urban,97.88,Europe
Germany,2008,Rural,90.89,Europe
Germany,2007,Total,96.1,Europe
Germany,2007,Urban,97.75,Europe
Germany,2007,Rural,90.77,Europe
Germany,2006,Total,95.95,Europe
Germany,2006,Urban,97.61,Europe
Germany,2006,Rural,90.65,Europe
Germany,2005,Total,95.8,Europe
Germany,2005,Urban,97.47,Europe
Germany,2005,Rural,90.52,Europe
Germany,2004,Total,95.65,Europe
Germany,2004,Urban,97.33,Europe
Germany,2004,Rural,90.4,Europe
Germany,2003,Total,95.51,Europe
Germany,2003,Urban,97.2,Europe
Germany,2003,Rural,90.28,Europe
Germany,2002,Total,95.49,Europe
Germany,2002,Urban,97.2,Europe
Germany,2002,Rural,90.28,Europe
Germany,2001,Total,95.48,Europe
Germany,2001,Urban,97.2,Europe
Germany,2001,Rural,90.28,Europe
Germany,2000,Total,95.46,Europe
Germany,2000,Urban,97.2,Europe
Germany,2000,Rural,90.28,Europe
Greece,2017,Total,90.39,Europe
Greece,2017,Urban,96.64,Europe
Greece,2016,Total,89.49,Europe
Greece,2016,Urban,95.84,Europe
Greece,2015,Total,88.59,Europe
Greece,2015,Urban,95.03,Europe
Greece,2014,Total,87.69,Europe
Greece,2014,Urban,94.23,Europe
Greece,2013,Total,86.63,Europe
Greece,2013,Urban,93.25,Europe
Greece,2012,Total,85.7,Europe
Greece,2012,Urban,92.44,Europe
Greece,2011,Total,84.76,Europe
Greece,2011,Urban,91.64,Europe
Greece,2010,Total,83.97,Europe
Greece,2010,Urban,90.84,Europe
Greece,2009,Total,83.19,Europe
Greece,2009,Urban,90.04,Europe
Greece,2008,Total,82.41,Europe
Greece,2008,Urban,89.24,Europe
Greece,2007,Total,81.63,Europe
Greece,2007,Urban,88.43,Europe
Greece,2006,Total,80.85,Europe
Greece,2006,Urban,87.61,Europe
Greece,2005,Total,79.89,Europe
Greece,2005,Urban,86.78,Europe
Greece,2004,Total,79.18,Europe
Greece,2004,Urban,85.95,Europe
Greece,2003,Total,78.46,Europe
Greece,2003,Urban,85.12,Europe
Greece,2002,Total,77.71,Europe
Greece,2002,Urban,84.29,Europe
Greece,2001,Total,76.93,Europe
Greece,2001,Urban,83.46,Europe
Greece,2000,Total,76.21,Europe
Greece,2000,Urban,82.63,Europe
Honduras,2017,Urban,34.52,Americas
Honduras,2016,Urban,34.48,Americas
Honduras,2015,Urban,34.44,Americas
Honduras,2014,Urban,34.36,Americas
Honduras,2013,Urban,34.27,Americas
Honduras,2012,Urban,34.18,Americas
Honduras,2011,Urban,34.1,Americas
Honduras,2010,Urban,34.01,Americas
Honduras,2009,Urban,33.93,Americas
Honduras,2008,Urban,33.84,Americas
Honduras,2007,Urban,33.75,Americas
Honduras,2006,Urban,33.67,Americas
Honduras,2005,Urban,33.58,Americas
Honduras,2004,Urban,33.5,Americas
Honduras,2003,Urban,33.29,Americas
Honduras,2002,Urban,33.07,Americas
Honduras,2001,Urban,32.86,Americas
Honduras,2000,Urban,32.65,Americas
Hungary,2017,Total,95.68,Europe
Hungary,2017,Urban,94.66,Europe
Hungary,2017,Rural,98.17,Europe
Hungary,2016,Total,95.72,Europe
Hungary,2016,Urban,94.71,Europe
Hungary,2016,Rural,98.18,Europe
Hungary,2015,Total,95.76,Europe
Hungary,2015,Urban,94.75,Europe
Hungary,2015,Rural,98.19,Europe
Hungary,2014,Total,95.81,Europe
Hungary,2014,Urban,94.8,Europe
Hungary,2014,Rural,98.19,Europe
Hungary,2013,Total,95.85,Europe
Hungary,2013,Urban,94.84,Europe
Hungary,2013,Rural,98.2,Europe
Hungary,2012,Total,95.89,Europe
Hungary,2012,Urban,94.89,Europe
Hungary,2012,Rural,98.2,Europe
Hungary,2011,Total,95.94,Europe
Hungary,2011,Urban,94.93,Europe
Hungary,2011,Rural,98.21,Europe
Hungary,2010,Total,95.98,Europe
Hungary,2010,Urban,94.97,Europe
Hungary,2010,Rural,98.22,Europe
Hungary,2009,Total,96.03,Europe
Hungary,2009,Urban,95.02,Europe
Hungary,2009,Rural,98.22,Europe
Hungary,2008,Total,96.08,Europe
Hungary,2008,Urban,95.06,Europe
Hungary,2008,Rural,98.23,Europe
Hungary,2007,Total,96.13,Europe
Hungary,2007,Urban,95.11,Europe
Hungary,2007,Rural,98.24,Europe
Hungary,2006,Total,96.18,Europe
Hungary,2006,Urban,95.15,Europe
Hungary,2006,Rural,98.24,Europe
Hungary,2005,Total,96.22,Europe
Hungary,2005,Urban,95.2,Europe
Hungary,2005,Rural,98.25,Europe
Hungary,2004,Total,96.27,Europe
Hungary,2004,Urban,95.24,Europe
Hungary,2004,Rural,98.26,Europe
Hungary,2003,Total,96.31,Europe
Hungary,2003,Urban,95.29,Europe
Hungary,2003,Rural,98.26,Europe
Hungary,2002,Total,96.36,Europe
Hungary,2002,Urban,95.33,Europe
Hungary,2002,Rural,98.27,Europe
Hungary,2001,Total,96.4,Europe
Hungary,2001,Urban,95.37,Europe
Hungary,2001,Rural,98.27,Europe
Hungary,2000,Total,96.43,Europe
Hungary,2000,Urban,95.42,Europe
Hungary,2000,Rural,98.28,Europe
Iceland,2017,Total,81.76,Europe
Iceland,2016,Total,79.43,Europe
Iceland,2015,Total,77.1,Europe
Iceland,2014,Total,74.79,Europe
Iceland,2013,Total,72.49,Europe
Iceland,2012,Total,70.26,Europe
Iceland,2011,Total,68.06,Europe
Iceland,2010,Total,65.87,Europe
Iceland,2009,Total,63.68,Europe
Iceland,2008,Total,61.5,Europe
Iceland,2007,Total,59.32,Europe
Iceland,2006,Total,57.16,Europe
Iceland,2005,Total,55.0,Europe
Iceland,2004,Total,52.85,Europe
Iceland,2003,Total,50.71,Europe
Iceland,2002,Total,48.57,Europe
Iceland,2001,Total,46.44,Europe
Iceland,2000,Total,44.32,Europe
India,2017,Rural,39.05,Asia
India,2016,Rural,36.64,Asia
India,2015,Rural,34.26,Asia
India,2014,Rural,31.89,Asia
India,2013,Rural,29.54,Asia
India,2012,Rural,27.21,Asia
India,2011,Rural,24.9,Asia
India,2010,Rural,22.61,Asia
India,2009,Rural,20.33,Asia
India,2008,Rural,18.07,Asia
India,2007,Rural,15.83,Asia
India,2006,Rural,13.61,Asia
India,2005,Rural,11.41,Asia
India,2004,Rural,9.24,Asia
India,2003,Rural,6.67,Asia
India,2002,Rural,4.15,Asia
India,2001,Rural,2.88,Asia
India,2000,Rural,1.63,Asia
Iraq,2017,Total,41.07,Asia
Iraq,2017,Urban,39.41,Asia
Iraq,2017,Rural,44.98,Asia
Iraq,2016,Total,40.38,Asia
Iraq,2016,Urban,38.78,Asia
Iraq,2016,Rural,44.12,Asia
Iraq,2015,Total,39.7,Asia
Iraq,2015,Urban,38.16,Asia
Iraq,2015,Rural,43.28,Asia
Iraq,2014,Total,39.02,Asia
Iraq,2014,Urban,37.53,Asia
Iraq,2014,Rural,42.44,Asia
Iraq,2013,Total,38.34,Asia
Iraq,2013,Urban,36.91,Asia
Iraq,2013,Rural,41.62,Asia
Iraq,2012,Total,37.67,Asia
Iraq,2012,Urban,36.29,Asia
Iraq,2012,Rural,40.8,Asia
Iraq,2011,Total,37.0,Asia
Iraq,2011,Urban,35.67,Asia
Iraq,2011,Rural,40.0,Asia
Iraq,2010,Total,36.34,Asia
Iraq,2010,Urban,35.06,Asia
Iraq,2010,Rural,39.21,Asia
Iraq,2009,Total,35.68,Asia
Iraq,2009,Urban,34.45,Asia
Iraq,2009,Rural,38.43,Asia
Iraq,2008,Total,35.03,Asia
Iraq,2008,Urban,33.84,Asia
Iraq,2008,Rural,37.66,Asia
Iraq,2007,Total,34.48,Asia
Iraq,2007,Urban,33.39,Asia
Iraq,2007,Rural,36.91,Asia
Iraq,2006,Total,33.94,Asia
Iraq,2006,Urban,32.93,Asia
Iraq,2006,Rural,36.17,Asia
Iraq,2005,Total,33.4,Asia
Iraq,2005,Urban,32.47,Asia
Iraq,2005,Rural,35.44,Asia
Iraq,2004,Total,32.85,Asia
Iraq,2004,Urban,32.01,Asia
Iraq,2004,Rural,34.71,Asia
Iraq,2003,Total,32.56,Asia
Iraq,2003,Urban,31.96,Asia
Iraq,2003,Rural,33.87,Asia
Iraq,2002,Total,32.26,Asia
Iraq,2002,Urban,31.91,Asia
Iraq,2002,Rural,33.03,Asia
Iraq,2001,Total,31.96,Asia
Iraq,2001,Urban,31.86,Asia
Iraq,2001,Rural,32.19,Asia
Iraq,2000,Total,31.66,Asia
Iraq,2000,Urban,31.81,Asia
Iraq,2000,Rural,31.35,Asia
Ireland,2017,Total,82.41,Europe
Ireland,2017,Urban,88.46,Europe
Ireland,2017,Rural,72.15,Europe
Ireland,2016,Total,82.3,Europe
Ireland,2016,Urban,88.34,Europe
Ireland,2016,Rural,72.12,Europe
Ireland,2015,Total,82.18,Europe
Ireland,2015,Urban,88.23,Europe
Ireland,2015,Rural,72.08,Europe
Ireland,2014,Total,80.46,Europe
Ireland,2014,Urban,85.86,Europe
Ireland,2014,Rural,71.51,Europe
Ireland,2013,Total,78.35,Europe
Ireland,2013,Urban,82.94,Europe
Ireland,2013,Rural,70.82,Europe
Ireland,2012,Total,76.26,Europe
Ireland,2012,Urban,80.01,Europe
Ireland,2012,Rural,70.14,Europe
Ireland,2011,Total,74.18,Europe
Ireland,2011,Urban,77.09,Europe
Ireland,2011,Rural,69.48,Europe
Ireland,2010,Total,72.11,Europe
Ireland,2010,Urban,74.17,Europe
Ireland,2010,Rural,68.83,Europe
Ireland,2009,Total,70.07,Europe
Ireland,2009,Urban,71.25,Europe
Ireland,2009,Rural,68.19,Europe
Ireland,2008,Total,68.03,Europe
Ireland,2008,Urban,68.33,Europe
Ireland,2008,Rural,67.57,Europe
Ireland,2007,Total,66.01,Europe
Ireland,2007,Urban,65.41,Europe
Ireland,2007,Rural,66.96,Europe
Ireland,2006,Total,64.01,Europe
Ireland,2006,Urban,62.49,Europe
Ireland,2006,Rural,66.37,Europe
Ireland,2005,Total,62.03,Europe
Ireland,2005,Urban,59.58,Europe
Ireland,2005,Rural,65.79,Europe
Ireland,2004,Total,60.07,Europe
Ireland,2004,Urban,56.66,Europe
Ireland,2004,Rural,65.22,Europe
Ireland,2003,Total,58.12,Europe
Ireland,2003,Urban,53.75,Europe
Ireland,2003,Rural,64.67,Europe
Ireland,2002,Total,56.2,Europe
Ireland,2002,Urban,50.84,Europe
Ireland,2002,Rural,64.13,Europe
Ireland,2001,Total,54.34,Europe
Ireland,2001,Urban,48.01,Europe
Ireland,2001,Rural,63.61,Europe
Ireland,2000,Total,52.5,Europe
Ireland,2000,Urban,45.18,Europe
Ireland,2000,Rural,63.1,Europe
Israel,2017,Total,93.67,Asia
Israel,2017,Urban,93.83,Asia
Israel,2017,Rural,91.78,Asia
Israel,2016,Total,92.83,Asia
Israel,2016,Urban,92.99,Asia
Israel,2016,Rural,90.97,Asia
Israel,2015,Total,91.99,Asia
Israel,2015,Urban,92.15,Asia
Israel,2015,Rural,90.15,Asia
Israel,2014,Total,91.15,Asia
Israel,2014,Urban,91.3,Asia
Israel,2014,Rural,89.34,Asia
Israel,2013,Total,90.31,Asia
Israel,2013,Urban,90.46,Asia
Israel,2013,Rural,88.53,Asia
Israel,2012,Total,89.47,Asia
Israel,2012,Urban,89.62,Asia
Israel,2012,Rural,87.71,Asia
Israel,2011,Total,88.63,Asia
Israel,2011,Urban,88.78,Asia
Israel,2011,Rural,86.9,Asia
Israel,2010,Total,87.78,Asia
Israel,2010,Urban,87.94,Asia
Israel,2010,Rural,86.09,Asia
Israel,2009,Total,86.94,Asia
Israel,2009,Urban,87.09,Asia
Israel,2009,Rural,85.27,Asia
Israel,2008,Total,86.1,Asia
Israel,2008,Urban,86.25,Asia
Israel,2008,Rural,84.46,Asia
Israel,2007,Total,85.26,Asia
Israel,2007,Urban,85.41,Asia
Israel,2007,Rural,83.65,Asia
Israel,2006,Total,84.42,Asia
Israel,2006,Urban,84.57,Asia
Israel,2006,Rural,82.83,Asia
Israel,2005,Total,83.58,Asia
Israel,2005,Urban,83.73,Asia
Israel,2005,Rural,82.02,Asia
Israel,2004,Total,82.74,Asia
Israel,2004,Urban,82.88,Asia
Israel,2004,Rural,81.2,Asia
Israel,2003,Total,81.9,Asia
Israel,2003,Urban,82.04,Asia
Israel,2003,Rural,80.39,Asia
Israel,2002,Total,81.06,Asia
Israel,2002,Urban,81.2,Asia
Israel,2002,Rural,79.58,Asia
Israel,2001,Total,80.22,Asia
Israel,2001,Urban,80.36,Asia
Israel,2001,Rural,78.76,Asia
Israel,2000,Total,79.38,Asia
Israel,2000,Urban,79.52,Asia
Israel,2000,Rural,77.95,Asia
